country_name,year,country_code,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,literacy_rate_youth_male_of_males_ages_1524,literacy_rate_youth_total_of_people_ages_1524,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,total_alcohol_consumption_per_capita_female_liters_of_pure_alco,total_alcohol_consumption_per_capita_male_liters_of_pure_alcoho,tuberculosis_death_rate_per_100000_people,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,capital_health_expenditure_of_gdp,cause_of_death_by_communicable_diseases_and_maternal_prenatal_a,cause_of_death_by_injury_of_total,cause_of_death_by_noncommunicable_diseases_of_total,children_014_living_with_hiv,children_ages_014_newly_infected_with_hiv,condom_use_population_ages_1524_female_of_females_ages_1524,condom_use_population_ages_1524_male_of_males_ages_1524,consumption_of_iodized_salt_of_households,contraceptive_prevalence_any_methods_of_women_ages_1549,contraceptive_prevalence_modern_methods_of_women_ages_1549,current_health_expenditure_of_gdp,demand_for_family_planning_satisfied_by_any_methods_of_married_,demand_for_family_planning_satisfied_by_modern_methods_of_marri,diabetes_prevalence_of_population_ages_20_to_79,exclusive_breastfeeding_of_children_under_6_months,external_health_expenditure_of_current_health_expenditure,external_health_expenditure_channeled_through_government_of_ext,external_health_expenditure_per_capita_ppp_current_internationa
Malta,2008,MLT,0,0,0,0,0,3,8,12,2,23,10,13,0,18,14,0,0,0.24,6.775000095,5.570000172,5.977000237,0.11421672,0,0,0,0,0,0,0,0,0,0,7.96253681,0,0,0,0,0,0,0
Malta,2009,MLT,0,0,0,0,0,3,8,11,1,23,10,13,0,18,14,0,0,0.24,7.627999783,6.506000042,6.888999939,0.17919394,0,0,0,0,0,0,0,0,0,0,8.08001804,0,0,0,0,0,0,0
Iceland,2006,ISL,0,0,0,0,0,3,8,11,2,11,5,6,0,7,10,0,0,0.67,3.055999994,2.631999969,2.829999924,0,0,0,0,0,0,0,0,0,0,0,8.82959843,0,0,0,0,0,0,0
Turkey,2007,TUR,81.26383209,96.20185852,88.65589905,98.58455658,96.36235046,2727,3928,3942,4359,25331,11654,13677,370,15136,10347,0,0,1.3,9.145999908,8.769000053,8.868000031,0.49666876,0,0,0,0,0,0,0,0,0,0,5.23760796,0,0,0,0,0,0,0
Croatia,2009,HRV,0,0,0,0,0,31,99,168,26,209,93,116,4,159,150,0,0,2.8,10.70699978,7.915999889,9.201999664,0,0,0,0,0,0,0,0,0,0,0,8.17594814,0,0,0,0,0,0,0
Latvia,2006,LVA,0,0,0,0,0,32,115,191,25,180,81,99,7,116,100,0,0,8.8,6.735000134,7.30700016,7.03000021,0.55735153,0,0,0,0,0,0,0,0,0,0,5.7398572,0,0,0,0,0,0,0
Turkey,2015,TUR,92.64581299,98.57562256,95.60141754,99.80609894,99.4943924,1631,3163,3317,1656,14594,6678,7916,250,8322,6333,0.58,3.76,0.78,12.56200027,9.154999733,10.23600006,0,4.6,6.6,88.8,0,0,0,0,0,0,0,4.11690378,0,0,0,0,0,0,0
Latvia,2005,LVA,0,0,0,0,0,37,125,202,28,187,83,104,7,118,103,5.68,19.66,8.6,9.970000267,10.09200001,10.03299999,0.08035064,0,0,0,0,0,0,0,0,0,0,5.86492682,0,0,0,0,0.31461379,0,2.54076433
Finland,2018,FIN,0,0,0,0,0,25,102,188,21,101,45,56,0,71,104,5.05,16.77,0.47,7.297999859,7.419000149,7.361000061,0.46079153,0,0,0,0,0,0,0,0,0,0,9.037323,0,0,0,0,0.00398112,0,0.17744514
Finland,2011,FIN,0,0,0,0,0,30,123,202,27,140,62,78,2,93,120,0,0,1.1,7.103000164,8.402999878,7.781000137,0.32435176,0,0,0,0,0,0,0,0,0,0,9.22303009,0,0,0,0,0.00609815,0,0.230055
Finland,2012,FIN,0,0,0,0,0,29,112,192,26,133,59,74,2,88,116,0,0,0.91,7.052999973,8.277999878,7.68900013,0.40370476,0,0,0,0,0,0,0,0,0,0,9.5857954,0,0,0,0,0.0029315,0,0.11483952
Portugal,2015,PRT,0,0,0,0,0,52,120,187,42,251,110,141,7,177,216,5.48,19.17,2.1,12.74600029,12.15600014,12.44400024,0,10,4.2,85.9,0,0,0,0,0,0,0,8.97663212,0,0,0,0,0.03223367,0,0.85708266
Monaco,2006,MCO,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.19,0,0,0,0.12339041,0,0,0,0,0,0,0,0,0,0,2.01935983,0,0,0,0,0,0,0
Mexico,2020,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.072999954,3.398999929,3.654000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2005,CHE,0,0,0,0,0,50,152,221,40,316,140,176,5,243,190,5.69,17.97,0.41,5.09100008,3.885999918,4.436999798,0,0,0,0,0,0,0,0,0,0,0,10.29438877,0,0,0,0,0,0,0
Switzerland,2016,CHE,0,0,0,0,0,32,98,147,27,322,144,178,5,255,197,0,0,0.31,5.006000042,4.84100008,4.918000221,0,4.3,6.1,89.6,0,0,0,0,0,0,0,11.70894909,0,0,0,0,0,0,0
Portugal,2017,PRT,0,0,0,0,0,57,115,179,48,246,107,139,6,166,201,0,0,1.9,9.348999977,8.406000137,8.866999626,0,0,0,0,0,0,0,0,0,0,0,9.33004951,0,0,0,0,0.09408161,0,2.90164375
Sweden,2007,SWE,0,0,0,0,0,61,187,276,40,290,128,162,5,192,322,0,0,0.69,6.46600008,5.885000229,6.160999775,0.41514599,0,0,0,0,0,0,0,0,0,0,7.99017382,0,0,0,0,0,0,0
Sweden,2011,SWE,0,0,0,0,0,46,163,287,41,278,123,155,5,182,331,0,0,0.5,7.763000011,7.84100008,7.803999901,0.57037401,0,0,0,0,0,0,0,0,0,0,10.42150974,0,0,0,0,0,0,0
Canada,2011,CAN,0,0,0,0,0,234,823,1238,162,1841,827,1014,43,1422,1116,0,0,0.29,7.006999969,7.960000038,7.511000156,0.55510336,0,0,0,0,0,0,0,0,0,0,10.33907032,0,0,0,0,0,0,0
Colombia,2017,COL,0,0,0,0,0,1137,3905,5969,833,9320,4013,5307,610,5907,5486,0,0,2.6,11.51299953,6.866000175,8.871999741,0,0,0,0,0,0,0,0,0,0,0,7.67864275,0,0,0,0,0,0,0
Iceland,2017,ISL,0,0,0,0,0,1,6,7,1,7,3,4,0,4,8,0,0,0.61,2.717999935,2.763000011,2.742000103,0.24036367,0,0,0,0,0,0,0,0,0,0,8.3432579,0,0,0,0,0,0,0
Japan,2018,JPN,0,0,0,0,0,449,1111,2027,403,1769,820,949,0,816,1483,3.89,12.29,2.9,2.177999973,2.573999882,2.400000095,0,0,0,0,0,0,0,0,0,0,0,10.95338821,0,0,0,0,0,0,0
Japan,2006,JPN,0,0,0,0,0,577,1807,3298,599,3001,1363,1638,75,1511,2426,0,0,3.3,3.867000103,4.263000011,4.099999905,0.07225133,0,0,0,0,0,0,0,0,0,0,7.80784273,0,0,0,0,0,0,0
Japan,2007,JPN,0,0,0,0,0,561,1714,3199,575,2900,1319,1581,72,1429,2325,0,0,3.2,3.779999971,3.983999968,3.900000095,0.06776304,0,0,0,0,0,0,0,0,0,0,7.89046049,0,0,0,0,0,0,0
Japan,2008,JPN,0,0,0,0,0,549,1625,3091,552,2799,1274,1525,70,1354,2277,0,0,3.1,3.822999954,4.125,4,0.07738656,0,0,0,0,0,0,0,0,0,0,8.19951439,0,0,0,0,0,0,0
Qatar,2005,QAT,0,0,0,0,0,16,41,51,16,129,58,71,2,81,92,0.42,2.16,0.37,3.502000093,0.672999978,1.126999974,0,0,0,0,0,0,0,0,0,0,0,2.56908822,0,0,0,0,0,0,0
Qatar,2018,QAT,0,0,0,0,0,16,43,79,19,153,69,84,0,94,147,0.4,1.91,0.29,0.479000002,0.052000001,0.109999999,0,0,0,0,0,0,0,0,0,0,0,2.49480486,0,0,0,0,0,0,0
Qatar,2006,QAT,0,0,0,0,0,15,59,78,15,132,59,73,2,83,98,0,0,0.33,3.131999969,0.47299999,0.870000005,0,0,0,0,0,0,0,0,0,0,0,2.20338106,0,0,0,0,0,0,0
Hungary,2012,HUN,0,0,0,0,0,68,182,262,52,439,197,242,11,286,325,0,0,1.3,10.60999966,11.34000015,11.00300026,0.19104917,0,0,0,0,0,0,0,0,0,0,7.44883251,0,0,0,0,0,0,0
Hungary,2011,HUN,0,0,0,0,0,71,198,268,54,452,203,249,12,298,320,0,0,1.3,10.9829998,11.06799984,11.02900028,0.22423673,0,0,0,0,0,0,0,0,0,0,7.52545595,0,0,0,0,0,0,0
Israel,2008,ISR,0,0,0,0,0,73,157,240,77,580,263,317,6,364,448,0,0,0.4,7.856999874,7.573999882,7.703999996,0.32087272,0,0,0,0,0,0,0,0,0,0,6.96814823,0,0,0,0,1.39181936,0,27.69694138
Israel,2011,ISR,0,0,0,0,0,72,141,206,73,559,253,306,6,373,440,0,0,0.3,6.951000214,7.302000046,7.138999939,0.31061327,0,0,0,0,0,0,0,0,0,0,6.97842979,0,0,0,0,1.34634233,0,29.76146507
Israel,2012,ISR,0,0,0,0,0,72,142,199,72,551,249,302,6,369,456,0,0,0.29,6.977000237,6.751999855,6.856999874,0.25250423,0,0,0,0,0,0,0,0,0,0,7.11489153,0,0,0,0,1.4116447,0,33.06788254
Israel,2013,ISR,0,0,0,0,0,71,144,195,71,543,245,298,6,363,465,0,0,0.19,6.237999916,6.18200016,6.208000183,0.2701965,0,0,0,0,0,0,0,0,0,0,7.0793376,0,0,0,0,1.38764489,0,34.95133972
Poland,2012,POL,0,0,0,0,0,270,1025,1734,206,1814,803,1011,10,1247,1135,0,0,1.8,10.90600014,9.418000221,10.0880003,0.41491887,0,0,0,0,0,0,0,0,0,0,6.20108318,0,0,0,0,0,0,0
Bangladesh,2012,BGD,54.23603821,61.54286957,57.86074829,76.27631378,77.83290863,10507,15139,17158,13098,107350,48948,58402,7300,78881,88795,0,0,50,6.43200016,3.184000015,4.054999828,0.20375811,0,0,0,0,0,0,0,0,0,0,2.57301211,0,0,0,0,9.36032486,0,7.31791782
Monaco,2012,MCO,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.12,0,0,0,0.13647582,0,0,0,0,0,0,0,0,0,0,2.23461652,0,0,0,0,0,0,0
Greece,2009,GRC,91.84761047,96.06622314,93.90511322,99.51222992,99.49108887,66,221,427,59,378,169,209,3,229,343,0,0,0.86,13.29599953,6.97300005,9.616000175,0.21549067,0,0,0,0,0,0,0,0,0,0,9.40688515,0,0,0,0,0.00954611,0,0.27298626
Greece,2011,GRC,96.50211334,98.2821579,97.36873627,98.72913361,98.81485748,62,188,348,55,359,160,199,3,226,336,0,0,0.69,21.5359993,15.13500023,17.86499977,0.12011609,0,0,0,0,0,0,0,0,0,0,9.02808571,0,0,0,0,0.18618281,0,4.38672256
Kuwait,2018,KWT,94.905159,96.66645813,96.05647278,98.7767868,99.08013153,55,90,165,56,401,178,223,0,265,338,0.001,0.004,0.77,5.446000099,0.920000017,2.075999975,0,0,0,0,0,0,0,0,0,0,0,4.99920797,0,0,0,0,0,0,0
Kuwait,2017,KWT,94.82576752,96.69714355,96.03594971,99.05683899,99.24358368,52,93,149,55,420,186,234,7,278,351,0,0,0.77,4.848999977,0.717999995,1.797999978,0,0,0,0,0,0,0,0,0,0,0,5.29526615,0,0,0,0,0,0,0
Germany,2006,DEU,0,0,0,0,0,444,1465,2074,374,2618,1142,1476,40,1768,1732,0,0,0.54,10.17300034,10.31299973,10.25,0,0,0,0,0,0,0,0,0,0,0,10.17961693,0,0,0,0,0,0,0
Singapore,2018,SGP,95.91941071,98.85089874,97.34485626,99.91741943,99.92962646,19,58,103,15,106,47,59,0,47,102,1.04,3.06,0.74,4.255000114,3.848999977,4.019000053,0,0,0,0,0,0,0,0,0,0,0,4.46444654,0,0,0,0,0,0,0
Canada,2007,CAN,0,0,0,0,0,273,944,1283,183,1827,818,1009,41,1374,1129,0,0,0.39,5.647999763,6.377999783,6.035999775,0.46111584,0,0,0,0,0,0,0,0,0,0,9.43898201,0,0,0,0,0,0,0
Germany,2007,DEU,0,0,0,0,0,423,1365,2000,357,2531,1104,1427,39,1716,1659,0,0,0.56,8.795000076,8.545000076,8.657999992,0,0,0,0,0,0,0,0,0,0,0,10.05104923,0,0,0,0,0,0,0
Germany,2014,DEU,0,0,0,0,0,334,1003,1489,281,2358,1048,1310,36,1643,1709,0,0,0.39,4.629000187,5.282000065,4.980999947,0,0,0,0,0,0,0,0,0,0,0,11.01583958,0,0,0,0,0,0,0
Ireland,2006,IRL,0,0,0,0,0,34,139,231,29,274,121,153,4,187,285,0,0,0.97,4.210999966,4.56400013,4.414999962,0.29117364,0,0,0,0,0,0,0,0,0,0,7.5133214,0,0,0,0,0,0,0
Ireland,2007,IRL,0,0,0,0,0,33,132,220,29,268,118,150,4,180,288,0,0,1.2,4.927999973,5.019999981,4.980000019,0.44451872,0,0,0,0,0,0,0,0,0,0,7.80248547,0,0,0,0,0,0,0
Ireland,2008,IRL,0,0,0,0,0,32,124,208,28,264,116,148,5,177,283,0,0,0.73,5.703000069,7.600999832,6.774000168,0.4298749,0,0,0,0,0,0,0,0,0,0,9.10202408,0,0,0,0,0,0,0
Norway,2011,NOR,0,0,0,0,0,30,107,164,24,152,66,86,2,108,170,0,0,0.6,2.990999937,3.417000055,3.214999914,0.34450743,0,0,0,0,0,0,0,0,0,0,8.78868103,0,0,0,0,0,0,0
Germany,2018,DEU,0,0,0,0,0,316,942,1398,284,2512,1117,1395,0,1794,2133,6.21,19.9,0.36,2.910000086,3.792000055,3.384000063,0,0,0,0,0,0,0,0,0,0,0,11.42995071,0,0,0,0,0,0,0
Turkey,2009,TUR,85.34716034,96.37770844,90.81671906,99.01895905,97.80747223,2479,3514,3572,3465,21809,10045,11764,330,12785,8782,0,0,1.8,12.60900021,12.52999973,12.55200005,0.26000723,0,0,0,0,0,0,0,0,0,0,5.49438715,0,0,0,0,0,0,0
Austria,2017,AUT,0,0,0,0,0,38,119,185,29,255,112,143,4,188,198,0,0,0.39,5.031000137,5.907999992,5.499000072,0.76649982,0,0,0,0,0,0,0,0,0,0,10.38262367,0,0,0,0,0,0,0
Kuwait,2013,KWT,94.30116272,96.35418701,95.58582306,99.25228882,99.15374756,48,100,111,50,481,215,266,7,311,379,0,0,0.29,5.040999889,2.128999949,2.921999931,0,0,0,0,0,0,0,0,0,0,0,2.58543897,0,0,0,0,0,0,0
Kuwait,2012,KWT,94.96524811,95.83972168,95.51316833,98.73638153,98.78225708,48,98,111,49,496,222,274,6,316,381,0,0,1,4.477000237,1.922999978,2.61500001,0,0,0,0,0,0,0,0,0,0,0,2.57378602,0,0,0,0,0,0,0
Mexico,2011,MEX,92.33827972,94.78276825,93.51998138,98.41655731,98.4617691,3500,9827,13241,2848,36152,15846,20306,980,20199,16514,0,0,2.3,5.129000187,5.193999767,5.170000076,0.11669675,0,0,0,0,0,0,0,0,0,0,5.70114136,0,0,0,0,0,0,0
Austria,2008,AUT,0,0,0,0,0,51,218,289,38,290,127,163,4,202,192,0,0,0.59,4.410999775,3.890000105,4.127999783,0.63839525,0,0,0,0,0,0,0,0,0,0,9.72564602,0,0,0,0,0,0,0
Austria,2011,AUT,0,0,0,0,0,45,181,248,34,274,120,154,4,194,196,0,0,0.66,4.584000111,4.546000004,4.56400013,0.69619656,0,0,0,0,0,0,0,0,0,0,10.02613258,0,0,0,0,0,0,0
Austria,2012,AUT,0,0,0,0,0,44,166,238,33,266,117,149,4,192,197,0,0,0.5,4.785999775,4.934000015,4.864999771,0.76213425,0,0,0,0,0,0,0,0,0,0,10.19915581,0,0,0,0,0,0,0
Bangladesh,2009,BGD,0,0,0,0,0,13556,16161,16154,18506,127741,58002,69739,8500,93498,100388,0,0,51,7.385000229,4.191999912,5,0.28466713,0,0,0,0,0,0,0,0,0,0,2.4033823,0,0,0,0,9.59041405,0,5.73721361
Bulgaria,2008,BGR,0,0,0,0,0,95,234,377,82,710,306,404,9,389,531,0,0,3.2,5.760000229,5.481999874,5.609000206,0.35169521,0,0,0,0,0,0,0,0,0,0,6.28771019,0,0,0,0,0,0,0
Bulgaria,2017,BGR,0,0,0,0,0,64,137,207,60,395,172,223,6,235,354,0,0,1.6,5.946000099,6.354000092,6.164000034,0,0,0,0,0,0,0,0,0,0,0,7.45326805,0,0,0,0,0,0,0
Canada,2005,CAN,0,0,0,0,0,288,972,1284,197,1788,799,989,39,1347,1037,0,0,0.41,6.462999821,7.013000011,6.757999897,0.46553159,0,0,0,0,0,0,0,0,0,0,9.06438637,0,0,0,0,0,0,0
Canada,2008,CAN,0,0,0,0,0,260,918,1272,175,1838,824,1014,44,1389,1138,0,0,0.4,5.649000168,6.565999985,6.137000084,0.49411947,0,0,0,0,0,0,0,0,0,0,9.59853268,0,0,0,0,0,0,0
Canada,2012,CAN,0,0,0,0,0,234,801,1242,163,1832,826,1006,44,1411,1110,0,0,0.27,6.820000172,7.714000225,7.291999817,0.56289852,0,0,0,0,0,0,0,0,0,0,10.42859364,0,0,0,0,0,0,0
Bahrain,2014,BHR,0,0,0,0,0,15,34,64,20,139,66,73,3,68,127,0,0,0.51,3.892999887,0.412999988,1.169999957,0,0,0,0,0,0,0,0,0,0,0,4.40681839,0,0,0,0,0,0,0
Canada,2013,CAN,0,0,0,0,0,236,778,1266,168,1819,820,999,42,1392,1107,0,0,0.3,6.596000195,7.502999783,7.073999882,0.464086,0,0,0,0,0,0,0,0,0,0,10.34045982,0,0,0,0,0,0,0
Canada,2014,CAN,0,0,0,0,0,237,757,1302,174,1799,812,987,41,1374,1114,0,0,0.29,6.388999939,7.382999897,6.914000034,0.43370816,0,0,0,0,0,0,0,0,0,0,10.25013065,0,0,0,0,0,0,0
Croatia,2013,HRV,0,0,0,0,0,26,77,118,23,177,78,99,3,132,125,0,0,1.3,16.75900078,17.66900063,17.25099945,0.18598522,0,0,0,0,0,0,0,0,0,0,6.53333521,0,0,0,0,0,0,0
Colombia,2013,COL,0,0,0,0,0,1229,4306,6182,940,10676,4591,6085,630,6769,5995,0,0,2.9,11.66600037,7.072000027,9.052000046,0.82266265,0,0,0,0,0,0,0,0,0,0,7.01724052,0,0,0,0,0,0,0
Cyprus,2008,CYP,0,0,0,0,0,11,37,59,12,42,19,23,1,28,41,0,0,0.28,4.252999783,3.187000036,3.654999971,0.1841175,0,0,0,0,0,0,0,0,0,0,6.01427698,0,0,0,0,0.46357444,0,9.83977318
Cyprus,2009,CYP,0,0,0,0,0,10,34,57,11,39,18,21,1,27,40,0,0,0.14,5.472000122,5.27699995,5.363999844,0.19812053,0,0,0,0,0,0,0,0,0,0,6.46531582,0,0,0,0,0.55489761,0,12.32837296
Denmark,2007,DNK,0,0,0,0,0,36,110,140,30,246,106,140,4,186,153,0,0,0.49,4.198999882,3.448999882,3.801000118,0.41182503,0,0,0,0,0,0,0,0,0,0,9.3251543,0,0,0,0,0,0,0
Denmark,2008,DNK,0,0,0,0,0,35,106,138,28,234,100,134,4,179,144,0,0,0.31,3.734999895,3.167000055,3.434000015,0.39856341,0,0,0,0,0,0,0,0,0,0,9.51134396,0,0,0,0,0,0,0
Denmark,2012,DNK,0,0,0,0,0,28,81,120,24,206,88,118,3,183,123,0,0,0.4,7.546000004,7.507999897,7.526000023,0.69424719,0,0,0,0,0,0,0,0,0,0,10.24135303,0,0,0,0,0,0,0
Denmark,2013,DNK,0,0,0,0,0,26,77,117,23,205,87,118,3,188,121,0,0,0.29,7.271999836,6.745999813,6.997000217,0.61968917,0,0,0,0,0,0,0,0,0,0,10.16958141,0,0,0,0,0,0,0
Denmark,2014,DNK,0,0,0,0,0,25,73,116,22,206,87,119,3,191,121,0,0,0.23,6.820000172,6.381999969,6.589000225,0.65678525,0,0,0,0,0,0,0,0,0,0,10.17190456,0,0,0,0,0,0,0
Denmark,2017,DNK,0,0,0,0,0,22,68,111,20,206,87,119,2,193,125,0,0,0.31,5.93599987,5.568999767,5.743000031,0.60310036,0,0,0,0,0,0,0,0,0,0,10.03963375,0,0,0,0,0,0,0
Finland,2008,FIN,0,0,0,0,0,35,142,229,30,161,71,90,3,112,131,0,0,1.1,6.690000057,6.072000027,6.368999958,0.33112758,0,0,0,0,0,0,0,0,0,0,8.34310627,0,0,0,0,2.47E-05,0,0.0008244
Finland,2009,FIN,0,0,0,0,0,33,139,222,29,154,68,86,3,106,128,0,0,1,7.572000027,8.88599968,8.248999596,0.38594803,0,0,0,0,0,0,0,0,0,0,9.16122246,0,0,0,0,0.00462677,0,0.16100524
Finland,2013,FIN,0,0,0,0,0,28,102,184,25,126,56,70,2,83,114,0,0,0.58,7.517000198,8.821000099,8.19299984,0.41439012,0,0,0,0,0,0,0,0,0,0,9.80534649,0,0,0,0,0.00123792,0,0.05036524
Finland,2014,FIN,0,0,0,0,0,27,95,178,24,119,53,66,2,80,113,0,0,0.74,7.953000069,9.324999809,8.663000107,0.39652824,0,0,0,0,0,0,0,0,0,0,9.78115082,0,0,0,0,0.00210506,0,0.08597989
Finland,2017,FIN,0,0,0,0,0,25,95,181,22,105,47,58,2,73,107,0,0,0.64,8.388999939,8.871999741,8.640000343,0.48604453,0,0,0,0,0,0,0,0,0,0,9.14156628,0,0,0,0,0.00282098,0,0.1224278
Greece,2012,GRC,0,0,0,0,0,60,173,310,53,355,158,197,3,229,325,0,0,1,28.23900032,21.55900002,24.43899918,0.11121478,0,0,0,0,0,0,0,0,0,0,8.79238129,0,0,0,0,0.14563514,0,3.22558689
Greece,2013,GRC,0,0,0,0,0,58,160,278,52,356,158,198,3,235,309,0,0,0.72,31.37599945,24.49600029,27.4659996,0.10824266,0,0,0,0,0,0,0,0,0,0,8.31875896,0,0,0,0,0.82978672,0,17.95135498
Greece,2017,GRC,0,0,0,0,0,52,130,210,47,318,141,177,2,214,274,0,0,0.46,26.11499977,17.84900093,21.48800087,0.217557,0,0,0,0,0,0,0,0,0,0,7.96522522,0,0,0,0,0.17922209,0,4.07480478
Iceland,2007,ISL,0,0,0,0,0,2,8,11,2,10,5,5,0,7,10,0,0,1.7,2.267999887,2.236000061,2.250999928,0,0,0,0,0,0,0,0,0,0,0,8.63206863,0,0,0,0,0,0,0
Japan,2011,JPN,0,0,0,0,0,725,1633,3002,695,2522,1153,1369,66,1145,2189,0,0,2.9,4.138999939,4.795000076,4.520999908,0,0,0,0,0,0,0,0,0,0,0,10.61671734,0,0,0,0,0,0,0
Latvia,2008,LVA,0,0,0,0,0,24,92,169,23,165,74,91,6,108,97,0,0,5.7,7.074999809,8.380000114,7.738999844,0.60533911,0,0,0,0,0,0,0,0,0,0,5.61553001,0,0,0,0,0.09869838,0,1.07176185
Latvia,2009,LVA,0,0,0,0,0,21,82,157,23,156,70,86,6,101,96,0,0,5.2,14.12699986,20.87899971,17.51499939,0.60100925,0,0,0,0,0,0,0,0,0,0,6.13475847,0,0,0,0,0.47887737,0,4.92703581
Latvia,2007,LVA,0,0,0,0,0,28,103,180,24,173,77,96,7,113,98,0,0,7,5.565000057,6.507999897,6.052000046,0.73132205,0,0,0,0,0,0,0,0,0,0,5.54140186,0,0,0,0,0.05275265,0,0.52754688
Latvia,2012,LVA,0,0,0,0,0,17,56,120,22,120,54,66,5,75,87,0,0,3,13.94099998,16.14900017,15.04699993,0.53993583,0,0,0,0,0,0,0,0,0,0,5.41030407,0,0,0,0,0,0,0
Slovenia,2011,SVN,0,0,0,0,0,10,33,64,8,53,24,29,2,36,60,0,0,0.69,8.173000336,8.159999847,8.166000366,0.35187513,0,0,0,0,0,0,0,0,0,0,8.53639603,0,0,0,0,0,0,0
Slovenia,2012,SVN,0,0,0,0,0,9,31,59,8,50,23,27,2,34,59,0,0,0.54,9.369000435,8.392000198,8.840000153,0.45899269,0,0,0,0,0,0,0,0,0,0,8.71509933,0,0,0,0,0,0,0
Slovenia,2013,SVN,0,0,0,0,0,9,29,54,8,48,21,27,2,32,59,0,0,0.44,10.91100025,9.423999786,10.10200024,0.36456603,0,0,0,0,0,0,0,0,0,0,8.74028301,0,0,0,0,0,0,0
Sweden,2012,SWE,0,0,0,0,0,45,150,291,41,277,122,155,5,183,333,0,0,0.41,7.710999966,8.215000153,7.975999832,0.54604679,0,0,0,0,0,0,0,0,0,0,10.73550034,0,0,0,0,0,0,0
Sweden,2013,SWE,0,0,0,0,0,45,136,296,41,276,122,154,5,185,335,0,0,0.45,7.888000011,8.201000214,8.052000046,0.54027665,0,0,0,0,0,0,0,0,0,0,10.90368462,0,0,0,0,0,0,0
Sweden,2014,SWE,0,0,0,0,0,46,125,298,40,274,121,153,5,186,337,0,0,0.31,7.693999767,8.187999725,7.953000069,0.5497492,0,0,0,0,0,0,0,0,0,0,10.94807339,0,0,0,0,0,0,0
Sweden,2017,SWE,0,0,0,0,0,47,117,283,39,262,116,146,5,178,313,0,0,0.23,6.441999912,6.96999979,6.717999935,0.53938359,0,0,0,0,0,0,0,0,0,0,10.78592205,0,0,0,0,0,0,0
Switzerland,2006,CHE,0,0,0,0,0,48,148,214,38,312,138,174,5,243,188,0,0,0.46,4.709000111,3.40199995,4,0,0,0,0,0,0,0,0,0,0,0,9.81838131,0,0,0,0,0,0,0
Bahrain,2017,BHR,94.70736694,98.76732635,97.40389252,99.98960114,99.59822083,16,32,66,20,135,64,71,3,68,132,0,0,0.51,2.792000055,0.148000002,0.700999975,0,0,0,0,0,0,0,0,0,0,0,4.74813128,0,0,0,0,0,0,0
Colombia,2018,COL,95.31891632,94.85182953,95.09250641,98.63382721,98.85164642,1115,3881,6010,823,8984,3872,5112,0,5701,5368,2.37,9.3,2.6,11.79399967,7.092000008,9.111000061,0,0,0,0,0,0,0,0,0,0,0,7.63980007,0,0,0,0,0,0,0
Kuwait,2007,KWT,91.50348663,94.79457855,93.6641922,98.39884186,98.44722748,47,92,124,51,503,225,278,5,308,355,0,0,1.6,3.052999973,0.985000014,1.5,0,0,0,0,0,0,0,0,0,0,0,2.13314509,0,0,0,0,0,0,0
Germany,2012,DEU,0,0,0,0,0,355,1045,1634,293,2311,1022,1289,37,1578,1594,0,0,0.45,5.176000118,5.551000118,5.379000187,0,0,0,0,0,0,0,0,0,0,0,10.84700775,0,0,0,0,0,0,0
Germany,2013,DEU,0,0,0,0,0,344,1022,1555,286,2326,1031,1295,37,1605,1642,0,0,0.46,4.914000034,5.500999928,5.230999947,0,0,0,0,0,0,0,0,0,0,0,10.99187183,0,0,0,0,0,0,0
Oman,2007,OMN,0,0,0,0,0,70,171,218,66,612,267,345,11,335,401,0,0,0.62,7.926000118,3.470000029,4.250999928,0,0,0,0,0,0,0,0,0,0,0,2.4257648,0,0,0,0,0,0,0
Oman,2013,OMN,0,0,0,0,0,59,145,293,69,759,331,428,15,417,454,0,0,0.46,13.31200027,2.907999992,4.357999802,0,0,0,0,0,0,0,0,0,0,0,2.79134297,0,0,0,0,0,0,0
Kuwait,2008,KWT,91.77864838,95.01587677,93.89830017,98.56516266,98.64334869,47,96,122,49,514,230,284,6,317,367,0,0,1.1,3.684999943,1.087000012,1.75,0,0,0,0,0,0,0,0,0,0,0,1.93336701,0,0,0,0,0,0,0
Lebanon,2008,LBN,0,0,0,0,0,126,285,309,113,753,351,402,18,520,644,0,0,1,10.32400036,6.574999809,7.438000202,0,0,0,0,0,0,0,0,0,0,0,7.78850412,0,0,0,0,1.02603757,0,9.67173672
