country_name,year,country_code,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,literacy_rate_youth_male_of_males_ages_1524,literacy_rate_youth_total_of_people_ages_1524,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,total_alcohol_consumption_per_capita_female_liters_of_pure_alco,total_alcohol_consumption_per_capita_male_liters_of_pure_alcoho,tuberculosis_death_rate_per_100000_people,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,capital_health_expenditure_of_gdp,cause_of_death_by_communicable_diseases_and_maternal_prenatal_a,cause_of_death_by_injury_of_total,cause_of_death_by_noncommunicable_diseases_of_total,children_014_living_with_hiv,children_ages_014_newly_infected_with_hiv,condom_use_population_ages_1524_female_of_females_ages_1524,condom_use_population_ages_1524_male_of_males_ages_1524,consumption_of_iodized_salt_of_households,contraceptive_prevalence_any_methods_of_women_ages_1549,contraceptive_prevalence_modern_methods_of_women_ages_1549,current_health_expenditure_of_gdp,demand_for_family_planning_satisfied_by_any_methods_of_married_,demand_for_family_planning_satisfied_by_modern_methods_of_marri,diabetes_prevalence_of_population_ages_20_to_79,exclusive_breastfeeding_of_children_under_6_months,external_health_expenditure_of_current_health_expenditure,external_health_expenditure_channeled_through_government_of_ext,external_health_expenditure_per_capita_ppp_current_internationa
Kazakhstan,2010,KAZ,99.73899078,99.8296814,99.78163147,99.94013977,99.89736176,446,1295,2556,451,6586,2742,3844,80,4343,2762,2.04,8.22,13,6.639999866,4.938000202,5.769999981,0.38903961,6.8,10.4,82.7,200,100,0,0,0,0,0,2.73641396,0,0,5.8,0,1.06958842,0,5.7862525
Kazakhstan,2018,KAZ,99.73899078,99.8296814,99.78163147,99.94013977,99.89736176,405,637,1100,507,3544,1489,2055,0,1802,2100,1.93,7.92,2.4,5.34800005,4.342000008,4.824999809,0,0,0,0,500,100,0,0,0,54.76369,51.91298,2.92212725,0,0,0,0,0.15486297,0,1.21375942
Kenya,2007,KEN,66.86312103,78.07914734,72.1570282,83.20542145,82.39047241,4691,8187,11464,8387,62575,27873,34702,7900,37661,32210,0,0,81,2.819000006,2.454999924,2.627000093,0,0,0,0,240000,29000,0,0,0,0,0,5.99706984,0,0,0,0,28.57767296,8.051493625,38.06611633
Kenya,2018,KEN,78.1889267,84.98883057,81.53497314,87.58999634,87.83000183,6001,7526,9735,7792,48163,21312,26851,0,31765,29898,1.07,4.55,38,2.822000027,2.45600009,2.63499999,0,0,0,0,120000,7500,0,0,0,0,0,5.16729498,0,0,0,0,15.50901508,38.50436563,27.78911972
Kuwait,2005,KWT,91.04250336,94.44603729,93.27445984,99.69097137,99.73336029,45,80,120,53,479,215,264,5,290,332,0.004,0.028,1.5,3.276000023,1.034999967,1.570000052,0,0,0,0,0,0,0,0,0,0,0,2.37762237,0,0,0,0,0,0,0
Latvia,2018,LVA,99.90640259,99.86837006,99.88931274,99.77999878,99.81999969,14,40,66,15,68,30,38,0,41,69,6.11,20.92,2.7,6.416999817,8.404999733,7.412000179,0,0,0,0,0,0,0,0,0,0,0,6.18923044,0,0,0,0,0.16463046,0,3.12102461
Lebanon,2007,LBN,85.96778107,93.37893677,89.61244202,98.39605713,98.71479034,134,272,291,123,787,366,421,17,540,648,0,0,0.93,10.17800045,8.631999969,8.979999542,0,0,0,0,0,0,0,0,0,0,0,8.54391384,0,0,0,0,1.04804492,0,9.72530937
Lebanon,2018,LBN,93.30500793,96.85466003,95.06944275,99.66274261,99.75182343,114,280,347,109,742,348,394,0,505,761,0.55,2.86,0.89,9.996999741,4.895999908,6.143000126,0,0,0,0,0,0,0,0,0,0,0,8.35297012,0,0,0,0,0.96910882,2.355804035,10.52307987
Lebanon,2009,LBN,88.08705902,94.27194977,91.18418884,99.16172791,99.24334717,119,269,285,105,739,345,394,19,514,651,0,0,0.97,10.50500011,5.074999809,6.355000019,0.00284582,0,0,0,0,0,0,0,0,54.5,46.8,6.99202442,0,0,0,14.8,0.79395425,0,7.37586069
Lesotho,2009,LSO,84.96395874,65.5219574,75.80020142,74.18502808,83.19441223,197,597,1202,294,4390,1951,2439,360,2338,1864,0,0,67,32.82699966,22.77099991,27.4640007,0.02546912,0,0,0,21000,2500,40.3,59.9,92.3,47,45.6,8.37519169,66.9,64.9,0,52.9,25.89818001,77.80688836,51.88637161
Lesotho,2014,LSO,84.93489075,67.74746704,76.6352005,79.60803986,86.63220215,179,503,881,259,4065,1807,2258,330,2463,1715,0,0,54,28.98699951,20.72999954,24.47100067,0.45808601,0,0,0,17000,1200,0,0,85,60.2,59.8,8.65392971,76.5,76.1,0,66.9,16.1444664,27.50721886,42.64644623
Afghanistan,2006,AFG,0,0,0,0,0,2698,3950,5153,4996,83559,38073,45486,13000,60571,41042,0,0,43,14.43099976,10.63399982,11.22399998,0.36553812,0,0,0,200,100,0,0,0,18.6,17.5,10.62276554,0,0,0,83,18.48848534,30.87218903,20.13145256
Madagascar,2012,MDG,68.28330231,75.02886963,71.57261658,78.41248322,76.8291626,4661,6440,5254,7660,33323,14756,18567,3200,17763,13520,0,0,54,0.626999974,0.57099998,0.598999977,0.10200364,0,0,0,1000,500,0,0,0,0,0,4.4098258,0,0,0,0,19.87465096,18.59701354,12.24868774
Madagascar,2018,MDG,72.38408661,77.27513885,74.80432129,81.719841,81.19837189,4890,6410,6130,7813,31696,13978,17718,0,17644,14497,0.76,3.2,48,1.720999956,1.659000039,1.68900001,0,0,0,0,1500,500,0,0,0,0,0,4.78956461,0,0,0,0,29.9738102,24.91672693,23.70142365
Malawi,2010,MWI,51.25196838,72.09764862,61.30971909,74.26924896,72.13955688,2234,3899,4970,4858,30773,13655,17118,2600,16536,11947,1.23,5.29,20,6.959000111,4.912000179,5.910999775,0.00072565,71.2,6.2,22.6,120000,15000,12.6,37,84.6,46.1,42.2,7.24141073,63.8,58.4,2.3,70.8,62.7651825,53.64214744,47.97311401
Malawi,2015,MWI,55.20410919,69.75396729,62.14353943,72.49172211,72.93560791,2217,3159,4182,4576,22184,9712,12472,2200,13695,10561,1.38,5.97,22,6.837999821,4.912000179,5.846000195,0.2956478,61.7,8.4,29.9,91000,5200,0,0,0,0,0,9.33333778,0,0,0,0,53.5009079,30.71276559,61.2080307
Malaysia,2010,MYS,90.74768066,95.43374634,93.1178894,98.38104248,98.4187088,825,1946,2258,642,3328,1451,1877,140,2022,2184,0.49,2.11,4.7,3.433000088,3.15199995,3.25,0.46412215,19.5,9.4,71.1,500,100,0,0,0,0,0,3.18466234,0,0,11.6,0,0.00804171,83.26811298,0.05351989
Malaysia,2016,MYS,93.36942291,96.29699707,94.88057709,97.39067078,97.61447144,754,1883,2086,568,3613,1604,2009,150,2246,2645,0,0,4,3.928999901,3.137000084,3.440000057,0.14944826,17.5,8.9,73.6,500,100,0,0,0,0,0,3.68835807,0,0,0,40.3,0.02097413,8.326750653,0.21851803
Maldives,2016,MDV,98.11470795,97.29892731,97.7349472,98.39115143,98.75364685,7,16,28,7,60,26,34,4,42,47,0,0,2.8,5.520999908,6.302999973,6.119999886,1.33953452,8,7.6,84.4,0,0,0,0,0,0,0,10.19969177,0,0,0,0,0.23309171,100,3.33855033
Mali,2015,MLI,22.19581032,45.06592178,33.06888962,60.52548981,49.36653137,4065,3861,3771,8639,49682,22072,27610,4700,26271,16163,0.37,2.15,7.5,8.793000221,6.90199995,7.729000092,0.24554077,61.5,9,29.6,17000,0,0,0,90.3,15.6,15.1,4.11143351,0,32.65979,0,31.5,41.31540298,40.11849045,34.8757515
Mali,2006,MLI,18.19091034,34.85789108,26.17654991,47.37997055,38.81612015,3244,3380,3485,7690,53233,23900,29333,4300,27047,16320,0,0,11,12.35900021,9.470000267,10.72900009,0,0,0,0,17000,0,3.6,28.9,86.2,8.2,6.9,5.45656061,23,19.2,0,33.4,19.05870247,27.71998917,17.05225563
Malta,2005,MLT,93.50424957,91.18657684,92.36309052,97.45976257,98.26502991,4,9,13,2,23,10,13,0,17,14,2.95,10.42,0.25,8.368000031,6.274000168,6.922999859,0.05826034,0,0,0,0,0,0,0,0,0,0,8.68079185,0,0,0,0,0,0,0
Malta,2018,MLT,95.98872375,93.00997162,94.50318909,99.05695343,99.30071259,2,5,8,1,26,12,14,0,20,13,3.56,12.42,0.72,3.555999994,3.825999975,3.71600008,0.25724989,0,0,0,0,0,0,0,0,0,0,8.96454525,0,0,0,0,0,0,0
Mauritania,2007,MRT,35.34843063,57.4043808,45.50378036,66.39987946,56.12242889,221,891,1018,667,7579,3307,4272,970,4801,3281,0,0,29,11.6239996,8.49600029,9.449000359,0.21376689,0,0,0,1000,0,0,0,5.2,9.3,8,3.72460938,0,23.59882,0,11.2,4.1849699,98.15225425,5.24121571
Mauritania,2017,MRT,43.35438919,63.74855042,53.49758911,70.9363327,63.94781113,220,923,1080,634,7569,3296,4273,1100,4894,3376,0,0,18,12.04599953,8.444000244,9.576999664,0.45193791,0,0,0,500,0,0,0,0,0,0,4.50495195,0,0,0,0,6.96469784,81.66304523,12.62391949
Mauritius,2011,MUS,86.65807343,91.95172119,89.24983978,97.68914795,98.13034821,23,58,83,19,187,81,106,8,136,136,0,0,1.6,11.71899986,4.913000107,7.447000027,0.59597379,0,0,0,200,100,0,0,0,0,0,4.3078289,0,0,0,0,3.92855287,97.55576624,28.05803299
Mexico,2015,MEX,93.48549652,95.54933167,94.47228241,98.8735199,98.94470978,3331,8362,12791,2574,31512,13793,17719,810,18777,15333,2.1,7.83,1.8,4.453000069,4.229000092,4.313000202,0.07671753,9.7,10.6,79.7,0,0,37.7,0,0,66.9,64.6,5.79708719,0,81.47476,0,30.1,0,0,0
Mexico,2018,MEX,94.60804749,96.23290253,95.37991333,99.24864197,99.31845093,3246,9528,15132,2478,28044,12269,15775,0,19215,15296,2.13,7.95,1.5,3.427000046,3.196000099,3.282999992,0.08385061,0,0,0,0,0,0,0,0,0,0,5.37147474,0,0,0,0,0,0,0
Nicaragua,2005,NIC,77.91603851,78.09642792,78.00298309,85.15561676,87.00924683,351,669,912,311,3371,1445,1926,180,1990,1915,2.16,8.66,6.1,5.77699995,5.136000156,5.369999886,0.61225522,0,0,0,500,100,0,0,0,0,0,6.22468948,0,0,0,0,18.38009071,39.51073275,37.9052887
Mongolia,2010,MNG,98.33663177,98.17469788,98.25700378,98.02181244,98.46025085,132,276,520,131,1650,695,955,44,784,458,4.4,15.05,12,5.888000011,7.105999947,6.548999786,0.4298816,12,11.5,76.5,0,0,0,0,81,54.9,50.4,3.73945689,0,65.3,1.6,65.7,4.34730053,74.1992002,12.24240112
Mongolia,2018,MNG,98.64888763,98.18601227,98.42311859,98.19000244,98.62999725,100,173,269,121,1085,461,624,0,653,410,3.77,12.79,10,5.59100008,6.813000202,6.254000187,0.34354049,0,0,0,0,0,0,0,0,0,0,3.78789377,0,0,0,0,5.51231813,88.07175414,28.6236248
Montenegro,2018,MNE,98.27134705,99.45046997,98.84718323,99.23000336,99.11000061,4,10,19,4,16,7,9,0,10,27,4.97,18.3,0.2,15.09700012,15.23499966,15.17500019,0.07872266,0,0,0,0,0,0,0,0,0,0,8.4230423,0,0,0,0,0,0,0
Morocco,2009,MAR,43.92108154,68.9176178,56.08367157,86.72862244,79.47368622,839,2702,2949,1435,19090,8305,10785,670,14013,11781,0,0,8.1,9.284000397,8.843999863,8.960000038,0.18931626,0,0,0,500,100,0,0,0,0,0,5.8412447,0,0,0,0,0.09151038,10.58011947,0.33089039
Morocco,2018,MAR,64.59137726,83.30135345,73.75000763,98.04000092,97.73000336,616,2121,2506,1107,13035,5642,7393,0,9660,9854,0.18,1.22,8,10.53800011,8.609999657,9.078000069,0,0,0,0,1000,100,0,0,0,70.8,58,5.31261539,0,68.55792,0,0,0.18119994,0,0.84643054
Mozambique,2009,MOZ,36.45227814,67.35469818,50.5838089,79.84043884,67.14964294,5457,6403,9346,9021,67571,31396,36175,4100,32409,24766,0,0,26,2.77699995,3.608999968,3.163000107,0,0,0,0,150000,26000,14.1,31.1,0,11.6,10.4,5.65383863,0,0,0,0,65.01617432,62.56745319,32.50460434
Mozambique,2015,MOZ,43.06246185,70.75839233,56.03900146,79.06706238,70.52510071,5767,6463,11025,7600,63244,29162,34082,3300,32336,25838,0.84,3.67,33,3.673000097,3.157000065,3.426000118,0.55844134,67.1,7.5,25.4,160000,17000,0,0,0,27.1,25.3,7.23973656,48.4,45.2,0,0,54.68386459,44.08966214,49.74568939
Myanmar,2016,MMR,71.84699249,80.01158905,75.55120087,85.11966705,84.75115967,2612,3713,5748,2926,37128,16309,20819,2300,22852,14190,0,0,51,1.394000053,0.963999987,1.141000032,0.42027953,23.6,8.6,67.8,11000,1100,0,0,80.9,52.2,51.3,5.11008072,76.3,74.9,0,51.2,9.34164619,26.18159136,25.37923622
Namibia,2007,NAM,78.35098267,74.32834625,76.48658752,83.2385788,87.09541321,291,508,736,407,2179,978,1201,180,1184,968,0,0,57,23.73399925,19.39299965,21.45700073,0,0,0,0,16000,2300,54.8,78,0,55.1,53.4,10.79394531,72.7,70.5,0,22.1,19.53924751,55.08587958,166.8672791
Namibia,2011,NAM,87.95105743,88.63123322,88.27462769,93.45851898,94.41944122,292,470,713,379,2392,1073,1319,170,1334,1060,0,0,76,21.34199905,17.46100044,19.33499908,0,0,0,0,17000,1600,0,0,0,0,0,9.82976627,0,0,0,0,10.90090084,38.28751219,96.004776
Namibia,2018,NAM,91.43643188,91.62741852,91.52726746,94.10936737,95.16490173,278,377,695,384,2172,969,1203,0,1364,1062,2.07,9.1,64,18.5890007,21.12899971,19.87700081,0,0,0,0,12000,500,0,0,0,0,0,7.95077181,0,0,0,0,4.61060619,41.64879791,40.69612885
Nepal,2011,NPL,48.83758926,71.70838165,59.62725067,89.88401794,84.75714874,1898,3198,3285,2705,21243,9518,11725,1700,15694,13594,0,0,74,1.273000002,1.76699996,1.51699996,0.3474879,0,0,0,1700,200,8.5,36,97.3,49.7,43.2,5.0784235,64.3,55.9,0,69.6,10.72894096,49.77175081,11.18362045
Nepal,2018,NPL,59.72443008,78.59133911,67.90843201,94.03427887,92.39380646,1398,3012,3714,1748,14880,6557,8323,0,11470,10212,0.76,3.49,60,1.159000039,1.593000054,1.350000024,0,0,0,0,1200,100,0,0,0,0,0,5.84083414,0,0,0,0,9.08836365,29.42806205,16.39590836
Andorra,2011,AND,0,0,0,0,0,1,1,2,0,3,1,2,0,2,2,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24652863,0,0,0,0,0,0,0
Nicaragua,2015,NIC,82.77935028,82.43855286,82.61454773,89.6428299,91.57177734,275,524,779,203,2260,961,1299,140,1624,1588,2.02,8.24,2.8,5.443999767,4.234000206,4.699999809,0.48094216,11.4,12.8,75.8,500,100,0,0,0,0,0,7.96303225,0,0,0,0,6.24294519,63.10755258,25.72622299
Niger,2012,NER,22.55129051,39.05868912,30.56039047,48.5571785,39.78773117,7881,4654,5335,11958,48759,21721,27038,5400,24988,18925,0,0,19,0.291000009,0.455000013,0.384000003,0.03784805,0,0,0,4500,500,0.6,16.5,49.5,13.9,12.2,5.83651638,46.5,40.8,0,23.3,13.17387104,69.50935966,6.73758888
Niger,2018,NER,26.64999962,43.59405899,35.04999924,51.06999969,43.45999908,9188,5138,6603,12172,48606,21568,27038,0,25686,20923,0.2,1.16,18,0.368999988,0.546000004,0.470999986,0.47424015,0,0,0,3200,500,0,0,0,0,0,7.33380175,0,0,0,0,11.76787567,86.38442884,9.17709923
Nigeria,2006,NGA,64.25449371,76.13186646,70.198349,83.12365723,78.69442749,33511,32852,38551,73373,545244,240418,304826,63000,240884,155634,0,0,58,3.578000069,3.703999996,3.645999908,0.14318086,0,0,0,160000,30000,0,0,0,0,0,4.25775146,0,0,0,0,5.40904903,63.4791606,8.49522781
Nigeria,2008,NGA,41.38676071,61.25405121,51.07765961,75.56594086,66.38353729,34424,32684,38239,74487,541171,238887,302284,63000,243556,157292,0,0,52,3.486999989,3.582999945,3.539000034,0.11850548,0,0,0,160000,29000,12.1,40.3,92.4,14.6,9.7,3.69581532,41.9,27.8,0,12.5,6.06478882,62.4754064,9.7039566
Nigeria,2018,NGA,52.65647888,71.25570679,62.01601028,81.5806427,75.02874756,39667,35936,36644,79152,552152,244093,308059,0,269615,170558,4.37,17.24,64,9.100999832,7.539000034,8.243000031,0,0,0,0,150000,22000,0,0,0,16.6,12,3.88990784,46.9,33.9,0,28.7,7.86337423,3.906427795,18.32105064
Oman,2008,OMN,80.87226105,89.99932098,86.62113953,97.63411713,97.62982178,67,166,232,64,628,274,354,11,345,411,0,0,0.6,7.953000069,3.357000113,4.142000198,0,0,0,0,0,0,0,0,0,24.4,15.3,2.01222706,0,19.05355,0,0,0,0,0
Oman,2018,OMN,92.69399261,96.98941803,95.6515274,98.35662842,98.61782837,69,125,271,91,889,388,501,0,478,507,0.19,1.04,0.37,11.82299995,1.544999957,2.864000082,0,0,0,0,0,0,0,0,0,0,0,4.13171434,0,0,0,0,0,0,0
Pakistan,2006,PAK,39.61323166,67.65184021,54.15121078,79.10218048,69.165802,17053,22240,24992,24024,380879,166846,214033,11000,267803,204854,0,0,31,0.323000014,0.638999999,0.582000017,0.22404628,0,0,0,1000,500,0,0,0,26,18.4,3.00717139,0,0,0,0,3.25003862,0,3.58731675
Pakistan,2012,PAK,43.07189178,69.85822296,56.76433945,80.28826141,72.5834198,18638,29510,22249,25030,366196,160023,206173,9600,267877,200818,0,0,25,1.697000027,1.700999975,1.700000048,0.28926745,0,0,0,2600,1000,0,0,0,28.98,21.68,2.35939932,0,0,0,0,4.41332245,0,4.40309334
Panama,2010,PAN,93.48526001,94.70741272,94.09411621,97.93447113,97.63852692,129,351,472,123,1299,562,737,61,883,739,2.86,10.83,5.6,5.098999977,2.894999981,3.713000059,1.09990788,17.8,11.9,70.3,0,0,0,0,0,0,0,7.08509684,0,0,9.6,0,1.45878398,88.48402523,15.82474422
Panama,2018,PAN,94.8817215,95.96893311,95.41181183,99.31220245,99.09909058,122,253,410,106,1041,452,589,0,702,630,3.44,12.57,5.3,4.993999958,3.151000023,3.894000053,0.85389894,0,0,0,0,0,0,0,0,0,0,7.26584625,0,0,0,0,0.67385274,87.32389409,12.51136494
Paraguay,2008,PRY,92.49443054,94.12631989,93.29208374,97.69171906,97.96424103,347,684,939,213,3243,1417,1826,220,2169,2017,0,0,4.8,5.993999958,3.437999964,4.414999962,0.30178741,0,0,0,500,100,0,0,0,79.4,70.7,4.16150522,0,84.1,0,24.4,0.69431037,6.552735324,2.50650334
Paraguay,2010,PRY,92.9257431,94.8131485,93.87091827,98.50034332,98.61045074,337,672,940,179,3073,1345,1728,210,2048,1905,3.19,11.87,4.6,6.071000099,3.631999969,4.568999767,0.30410925,15.6,12.6,71.8,500,100,0,0,0,0,0,4.62510777,0,0,4.9,0,1.02885985,9.767072308,4.54034567
Peru,2005,PER,82.45436859,93.7183075,87.90866852,97.92134857,97.12375641,1339,2278,2921,1525,12784,5599,7185,730,7680,6980,3.32,10.74,10,4.868000031,4.854000092,4.860000134,0.19520509,0,0,0,1800,500,0,0,0,71.3,47.6,4.58631945,0,0,0,0,2.40423989,0.263480738,7.21363783
Paraguay,2015,PRY,94.87442017,96.25430298,95.55484009,98.35382843,98.6536026,290,637,911,137,2671,1166,1505,190,1760,1652,3.05,11.36,4,4.948999882,4.298999786,4.556000233,0.17331913,13.9,11.8,74.3,500,100,0,0,0,0,0,6.74699259,0,0,0,0,0.31991437,15.49891209,2.54866052
Peru,2012,PER,90.66883087,96.95012665,93.84172821,98.71933746,98.69815826,989,1608,2494,1054,8156,3561,4595,580,5062,4977,0,0,8.3,3.496999979,2.779000044,3.108999968,0.41660905,0,0,0,1700,500,22,0,92.3,75.5,51.8,4.75655174,89,61.1,0,67.4,0.79954696,20.51333666,4.34064579
Peru,2018,PER,91.70310974,97.12136841,94.40827179,99.07920074,99.02375793,818,1213,2330,793,6097,2672,3425,0,3796,4160,3.06,9.77,7.4,3.461999893,3.328000069,3.390000105,0.33155751,0,0,0,1400,200,0,0,88.7,0,0,5.23800182,0,0,0,66.4,0.17801517,6.884089044,1.36472905
Philippines,2013,PHL,96.78736115,96.00833893,96.39800262,97.4254303,98.10835266,5232,7711,11171,5660,55858,24002,31856,3200,34100,27028,0,0,30,3.822999954,3.286000013,3.496999979,0.0978343,0,0,0,200,100,2.7,0,0,55.1,37.6,4.4638114,75.9,51.8,0,0,1.7428925,0,5.06837416
Poland,2008,POL,98.25198364,99.27516937,98.74273682,99.77873993,99.79682922,367,1291,2095,250,2278,1004,1274,14,1590,1302,0,0,2.3,7.958000183,6.436999798,7.118000031,0.4563421,0,0,0,0,0,0,0,0,0,0,6.37348223,0,0,0,0,0,0,0
Portugal,2018,PRT,95.0725174,97.35362244,96.1375885,99.62657166,99.66391754,45,114,177,35,244,107,137,0,161,200,5.56,19.41,1.8,7.436999798,6.565000057,6.993000031,0,0,0,0,0,0,0,0,0,0,0,9.40783501,0,0,0,0,0.09428391,0,3.05701852
Qatar,2007,QAT,90.43611908,89.95789337,90.06062317,94.78671265,95.91429138,14,67,99,16,136,61,75,2,85,107,0,0,0.32,2.476000071,0.206,0.519999981,0,0,0,0,0,0,0,0,0,0,0,1.9733299,0,0,0,0,0,0,0
Qatar,2012,QAT,90.8117218,89.9982605,90.1700592,92.03328705,93.94435883,17,63,120,19,164,74,90,2,99,146,0,0,0.29,2.878999949,0.143000007,0.479999989,0.47843322,0,0,0,0,0,0,0,0,37.5,34.4,1.74822152,0,68.93788,0,29.3,0,0,0
Romania,2011,ROU,98.20520782,99.0342865,98.60428619,99.01409149,98.99568939,272,578,1153,224,2139,921,1218,50,1115,867,0,0,6.4,6.465000153,7.743000031,7.177000046,0.88499713,0,0,0,1000,100,0,0,0,0,0,4.69901562,0,0,0,0,0.01522125,0,0.12775792
Romania,2018,ROU,98.59976959,99.10800934,98.84449768,99.41938019,99.42919159,210,423,538,160,1177,513,664,0,674,623,5.45,18.57,4.4,3.487999916,4.71600008,4.186999798,0,0,0,0,100,100,0,0,0,0,0,5.55660582,0,0,0,0,0,0,0
Rwanda,2010,RWA,61.54861069,71.13053894,65.85227203,76.65857697,77.34462738,1995,1629,2170,2915,15031,6806,8225,1300,8023,6701,4.12,16.84,6.3,1.031000018,1.116000056,1.072000027,0,52.5,12.3,35.2,27000,2500,13,37.2,0,51.6,45.1,8.46126652,71.3,62.4,1.6,84.9,51.94234848,64.76674942,60.77896118
Liechtenstein,2005,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2009,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2019,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0
Senegal,2009,SEN,37.42441177,59.78427124,48.03678131,72.49813843,63.35239029,2369,3120,2446,4219,20667,9049,11618,2200,13149,11076,0,0,19,13.85299969,8.130000114,10.2329998,0,0,0,0,5500,1000,0,0,0,0,0,3.80207229,0,0,0,0,6.81278992,88.48785165,6.90905237
Serbia,2011,SRB,96.74910736,99.26464081,97.96240997,99.34544373,99.30869293,84,196,330,66,588,252,336,11,423,435,0,0,1.6,23.68799973,22.41500092,22.9659996,0.21414058,0,0,0,0,0,0,0,0,0,0,9.11380005,0,0,0,0,0.81290168,85.34513362,10.16007328
Serbia,2016,SRB,98.22827911,99.49970245,98.84150696,99.71523285,99.71981812,73,159,246,52,444,191,253,10,316,407,0,0,1.1,16.09900093,14.59000015,15.25699997,0.28643554,2.4,3,94.6,0,0,0,0,0,0,0,8.47186947,0,0,0,0,0.43460336,88.96572646,5.7347126
Singapore,2010,SGP,93.77481079,98.03713989,95.85733032,99.73789215,99.75182343,29,81,122,20,109,48,61,5,55,112,1.13,3.28,2,4.420000076,3.917999983,4.119999886,0.14827099,18.3,4.6,77.1,0,0,0,0,0,0,0,3.20265365,0,0,10.2,0,0,0,0
Singapore,2015,SGP,95.19065094,98.55957031,96.82549286,99.7351532,99.78489685,22,73,113,17,111,49,62,4,51,109,1.07,3.11,1,3.977999926,3.655999899,3.789999962,0.33371723,21.5,3.5,75,0,0,0,0,0,0,0,4.18069839,0,0,0,0,0,0,0
Slovenia,2014,SVN,99.59999847,99.69000244,99.69999695,99.79000092,99.80000305,9,28,50,8,45,20,25,1,31,58,0,0,1,10.55000019,8.920000076,9.668000221,0,0,0,0,0,0,0,0,0,0,0,8.50197506,0,0,0,0,0,0,0
Spain,2005,ESP,96.92514801,98.61746979,97.75068665,99.57169342,99.53778839,284,893,1410,238,1801,789,1012,22,1166,1361,6.08,19.86,1.1,11.99300003,7.136000156,9.145999908,0,0,0,0,200,100,0,0,0,0,0,7.73195314,0,0,0,0,0,0,0
Spain,2015,ESP,97.54712677,98.77088928,98.14325714,99.61875153,99.6556778,196,389,599,193,1172,518,654,15,815,976,5.13,17.85,0.54,23.5510006,20.77700043,22.05699921,0,5.2,3.4,91.4,100,100,0,0,0,0,0,9.12686825,0,0,0,0,0,0,0
Spain,2010,ESP,97.00450134,98.52571106,97.74890137,99.50676727,99.59462738,239,561,848,213,1563,694,869,20,1042,1334,4.6,15.67,0.86,20.22500038,19.56699944,19.86000061,0,4.4,3.6,92.1,100,100,0,0,0,0,0,9.1185751,0,0,6.6,0,0,0,0
Spain,2016,ESP,97.69535828,98.83596802,98.25051117,99.63757324,99.62216187,192,389,597,187,1126,496,630,15,778,946,0,0,0.56,21.38500023,18.12299919,19.63500023,0,5.1,3.5,91.4,100,100,0,0,0,70.9,69.9,8.9523859,0,0,0,0,0,0,0
Sudan,2018,SDN,56.06322861,65.43515015,60.6971817,72.51000214,73,2835,10222,13451,6390,55862,24288,31574,0,37371,31620,0.14,0.88,11,29.12599945,11.57199955,16.89999962,0,0,0,0,4100,1000,0,0,0,0,0,4.51304483,0,0,0,0,7.61426258,16.79309362,22.31403923
Andorra,2012,AND,0,0,0,0,0,0,1,2,0,3,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10150337,0,0,0,0,0,0,0
Tajikistan,2014,TJK,99.69999695,99.81999969,99.80000305,99.86000061,99.90000153,158,325,519,147,8825,3738,5087,50,4471,2588,0,0,9.5,10.46100044,12.21100044,11.56900024,0.30479115,0,0,0,500,200,0,0,0,0,0,6.6654973,0,0,0,0,6.31620502,53.54166667,11.63462257
Thailand,2010,THA,96.42704773,96.43502045,96.4309082,96.64254761,96.59757233,2456,6169,6764,2009,9280,3977,5303,330,6284,5965,3.24,12.46,13,0.621999979,0.620999992,0.621999979,0.17112534,17.4,11.2,71.4,11000,1000,0,0,0,0,0,3.39009976,0,0,7.1,0,0.13035177,0,0.58390325
Timor-Leste,2007,TLS,42.5,58.5,50.59999847,0,0,132,121,104,227,2054,923,1131,100,935,603,0,0,88,3.785000086,2.522000074,3.099999905,0.00105873,0,0,0,0,0,0,0,0,19.8,15.8,1.06450105,0,0,0,0,64.18521881,11.73148672,59.95304489
